source_review_id,slug,name,nose,palate,finish,conclusion_marcel,conclusion_sascha,source_url,source_api_endpoint,source_confidence,extraction_method
107,aberfeldy-12-years,Aberfeldy 12 Years,The start on the nose is smooth and soft. We first smell sweet honey and the fruitiness of unripe apples and pears. This blends well with hints of lemon zest and sweetened whipped cream. There is almost a waxy texture to the nose.,"This single malt is impressively smooth and creamy. We think of cheesecake and sugared quark desserts. There is also a light, fruity acidity that reminds us of the skin of a Granny Smith apple.","The finish is short and crisp. No intense kick, just a light, pleasant oak note to round off the creamy, smooth malt.","Aberfeldy 12 is a rock-solid standard in the classic Highlander profile. Those who like it a little fruitier and less floral than typical Speysiders will feel right at home here. With no corners or edges and just 40% ABV, this is a great starter that lacks a unique selling point to really stand out.","Aberfeldy 12 is a rock-solid standard in the classic Highlander profile. Those who like it a little fruitier and less floral than typical Speysiders will feel right at home here. With no corners or edges and just 40% ABV, this is a great starter that lacks a unique selling point to really stand out.",/whisky-reviews/aberfeldy-12-years,/api/whisky-reviews/aberfeldy-12-years,high,api_json
121,blade-and-bow,Blade And Bow,"We smell peach, biscuits and vanilla. Behind this we find hints of oak and cream toffee. If you give the bourbon some time in the glass, ideas of cinnamon and a slight alcoholic note develop.","Not as dull as the smell, the taste is a bit more intense. Vanilla and white pepper are accompanied by a cherry note on the palate. The oak and caramel come through more strongly. The mouthfeel is completed by an almost waxy dryness.","The finish is rather short. We perceive hay and slightly floral notes. Also, the continuation of pepper and oak.","Blade and Bow impresses with its wonderfully soft roundness and a pleasant blend of sweet and peppery notes – a bourbon made for relaxed enjoyment. While it lacks that final kick and a bit of depth, it’s precisely this harmlessness that makes it so likeable. A good choice for a cozy evening when you don’t want an overpowering character.","Blade and Bow presents itself structurally clean and balanced, with a harmonious interplay of vanilla, pepper, and oak. However, the bourbon comes across as somewhat pale in terms of intensity and complexity, which limits the overall impression. For connoisseurs who value balance, it offers a solid, if not outstanding, solera construction.",/whisky-reviews/blade-and-bow,/api/whisky-reviews/blade-and-bow,high,api_json
37,dalmore-valour,Dalmore Valour,"Fresh strong citrus note, sweet port, oranges and a little honey. A little cinnamon or cardamom and dust join in.","Lots of chocolate, exaggerated oaky bitterness and poorly integrated alcohol. Plus earth, light plum and even more bitterness. Little flavour and a lot of water. Harmony? Not at all.",Short without exciting notes. Bitter.,"From the very first sip, the Dalmore Valour reveals itself more as a tired shadow than a pleasure – too much bitterness and too little character. The claimed maturation in old Matusalem sherry casks remains an empty promise that doesn’t save the drinking experience. For me, a clear no; this one stays on the shelf.","The Dalmore Valour exposes an unbalanced structure, dominated by bitterness and lacking harmony. Despite interesting citrus and port wine notes, the mouthfeel suffers from poor integration of the alcohol and a short, unimpressive finish. Overall, it lacks the complexity and depth to stand out as a Travel Exclusive.",/whisky-reviews/dalmore-valour,/api/whisky-reviews/dalmore-valour,high,api_json
152,ardnamurchan-ad-10-21-06,Ardnamurchan AD 10.21:06,"A sweet and sour bouquet stings the nose intensely and is a little overwhelming. Once you have got used to these aromas, you will find a real variety of flavours underneath. A salty orange meets spicy oak, which is lightly interwoven with an iodised peat note. In between, a red baked apple in vanilla sauce flashes up.","The light peat smoke from the nose becomes more definite on the tongue, followed by a peppery (alcoholic) spiciness. The watery, voluminous mouthfeel opens sour and bitter (lemon balm, artichokes) and transitions into an herbaceous taste (baked potato spice mix). The journey ends with a fruity-sweet region and is again strongly reminiscent of red apple in vanilla sauce.","The dry, medium-long finish is slightly peaty-berry, has a bit of dark chocolate in it and is still youthfully bitter.","A whisky that’s a lot of fun with its wild combination of aromas, but can sometimes feel a bit overwhelming. The sweet and sour notes paired with the peat smoke make it enjoyable to drink, even if it’s not entirely polished yet—you can taste the young spirit of the distillery. Definitely an exciting dram from the Highlands for fans of character and surprises.","The Ardnamurchan AD 10.21:06 presents an interesting structural profile but occasionally shows a certain imbalance between the intense fruit notes and the sharp herbal spice. The complex interplay of aromas is complemented by a medium-length, lightly peated finish, though there’s still room for greater harmony. A solid Highland malt with potential for future maturation.",/whisky-reviews/ardnamurchan-ad-10-21-06,/api/whisky-reviews/ardnamurchan-ad-10-21-06,high,api_json
100,patrisbrunna-madeira-2018,Patrisbrunna Madeira Cask (2018),"The nose presents fresh fruity with lemon and fig. This is joined by pleasant nutty notes. Rounded off by marzipan and a wonderful maltiness. Behind it, the smell becomes intensely vinous but also a little ethanol.","The taste is wonderfully intense fruity. We think of candied red fruits and blood orange. Behind that, as was to be expected, we find malt and a hint of walnut. The distinct vinosity of the nose resonates discreetly.","In the finish in the malt rather short. With a slight tingle of oak the continuation of the nutty notes present themselves. Behind that, there is also a slight youthful spiciness.","A true character with lively fruitiness and a touch of youthful cheekiness – the Patrisbrunna Madeira Cask brings fun to the glass without ever denying its origins. For fans of regional discoveries, it’s an entertaining dram with plenty of quirks and edges.","The Madeira Cask displays a remarkable balance between intense fruitiness and nutty notes, with the wine influence well integrated. Despite its slight youthfulness, the bottling impresses with a clean structure and a pleasantly distinctive finish.",/whisky-reviews/patrisbrunna-madeira-2018,/api/whisky-reviews/patrisbrunna-madeira-2018,high,api_json
150,st-kilian-signature-edition-thirteen,St. Kilian Signature Edition Thirteen,"The single malt opens with dominant citrus, vanilla and caramel notes. In the background, there is a pleasant campfire smoke note, which is greatly supported by cinnamon and a certain florality. Overall malty and mild, we like the nose very much.","Balanced and round, the caramel sweetness combines with a floral, grassy note that we could already perceive in the nose. Cinnamon and ginger, as well as dark chocolate pair with peach jam to create an exciting composition that is both slightly peppery and sweetly mild. The smoke is supportively present, but does not play in the foreground.",The finish is medium long with a slight fruitiness and dryness.,"The Signature Edition Thirteen is a genuine delight, playfully captivating with its smoky depth and sweet caramel notes. Despite the 54ppm peat smoke, it remains approachable and invites relaxed sipping – a fantastic testament to the art of blending. Anyone who appreciates complex yet easy-drinking drams should definitely grab this one!","A well-structured single malt that masterfully balances smoke, sweetness, and spice notes. The complexity arises from the careful selection of the five cask components, with the Palatinate oak standing out in particular. For lovers of precisely crafted signature editions, this whisky delivers a technically impressive performance.",/whisky-reviews/st-kilian-signature-edition-thirteen,/api/whisky-reviews/st-kilian-signature-edition-thirteen,high,api_json
1,dalwhinnie-15-years,Dalwhinnie 15 Years,"Very floral with lots of vanilla and blossom honey, the Highlander opens soft and fresh. Very citrusy and tartly acidic, the sweetness is embraced. We are not quite sure whether a slight smoky note is resonating or not.","Like the nose, the scotch is fruity and mild. Low-fat curd (sour, dry) pairs with honey and oatmeal. Here and there we still perceive a little wood. Smoke is also present - or is it?","The Dalwhinnie 15 year finishes with a short, slightly bitter aftertaste.","The Dalwhinnie 15 feels more like an old acquaintance who has lost some of their charm – soft and mild, but unfortunately quite dull as well. It impressed as a first single malt back in the day, but today it simply lacks the excitement and that certain something that makes you want more.","The Dalwhinnie 15 presents itself with solid structure, yet without great balance or depth of flavor. The floral notes and fruity acidity are pleasant enough, but they can’t mask the overall simple and slightly bitter finish – for a 15-years Highlander, it remains rather unremarkable.",/whisky-reviews/dalwhinnie-15-years,/api/whisky-reviews/dalwhinnie-15-years,high,api_json
140,penderyn-madeira-finish,Penderyn Madeira Finish,"The single malt opens fresh and fruity with a pleasant sweetness. We think of a pear tree that bears pears that are not quite ripe yet. Excitingly, there is a slightly bitter note in the background - could be something like pineapple. This is accompanied by freshly cut wood.","A vineyard - green leaves, ripe green grapes and a bright blue sky with sunshine. Later we go into the wine cellar, slightly musty with lots of wood and light leather. And suddenly a sharp fruit brandy appears. This is roughly how the taste of the distillate from Wales, probably matured for 3-4 years, can be described.","The finish is short and crisp slightly peppery, later more balanced and fruity.","The Penderyn Madeira Finish presents itself as a pleasant, fruity companion with a charming touch of acidity – ideal for relaxed evenings. However, the young maturation still feels a bit raw, which slightly detracts from the drinking pleasure. All in all, a likeable, straightforward whisky with character and natural freshness.","A structured single malt with clear fruitiness and a light acidity, which, however, shows a certain imbalance due to its short maturation period. The 46% ABV and the absence of chill filtration speak for quality, yet the alcoholic sharpness and the short finish suggest there is room for further development. For lovers of light, fruity whiskies, an interesting, if not perfect, choice.",/whisky-reviews/penderyn-madeira-finish,/api/whisky-reviews/penderyn-madeira-finish,high,api_json
144,redbreast-12-years-cask-strength-2022,Redbreast 12 Years Cask Strength (2022),"Wow! Dried fruit, chocolate and vanilla opens up a manifold world of flavours. It feels like every twist of the whiskey is unique. Once we perceive dominant citrus aromas, the second time roasted aromas, light oak and some caramel. A little later, a rich fruit basket follows. Suddenly, some banana comes through, here and there a drop of honey and a gentle hint of cinnamon. The whole thing reminds us of a 5-star hotel breakfast with a gigantic selection.","Incredibly rich, the Single Pot Still has a lot to offer and the image of a hotel breakfast also fits here. The taste is dominated by cinnamon buns and crepes with cinnamon sugar. They are joined by hay, a little toasted white bread, nutmeg and a super exciting fruitiness. We also find honey. Almonds, Brazil nuts, vanilla and light oak spice round off the velvety smooth taste experience. The approx. 60% ABV is perfectly integrated, so that the alcohol as a flavour carrier brings out and presents the flavours cleanly.","The long finish of the Redbreast 12 CS is dominated by roasted dates, hay, some milk chocolate, subliminal spicy oak and dried fruit.","This Redbreast 12 Year Cask Strength is a genuine taste experience that’s a lot of fun and delights with its rich variety of aromas. For under 70 euros, you get a true Irish whiskey gem that turns every sip into a little celebration – a must-have for connoisseurs who love character.","With its balanced interplay of cask strength, fruitiness, and spice, this Redbreast 12 CS demonstrates impressive balance and complexity. Despite the intense 58.1% alcohol, it feels structured and clean, though it falls just a bit short compared to the absolute top tier.",/whisky-reviews/redbreast-12-years-cask-strength-2022,/api/whisky-reviews/redbreast-12-years-cask-strength-2022,high,api_json
74,glendronach-the-hielan-8-years,Glendronach The Hielan 8 Years,"The single malt is very expressive on the nose. The main notes are lemon peel and plum, as well as a little woody-woody-wood. In addition, a nice butter toast, cane sugar and a strong vanilla can be found.","The Highlander opens really, really velvety soft. Followed by powerful oak paired with orange marmalade and sandalwood, the Scotch transitions into a nuttiness (almonds, hazelnuts) before the development finds its conclusion in soft sugar biscuits. Fabulously delicious!",The finish is medium long and warming with spicy oak and a touch of maltiness.,"A whisky that’s simply a joy – velvety smooth, with sweet vanilla notes and a pleasant fruitiness that invites you to take another sip. Glendronach The Hielan 8 Years is the perfect companion for relaxed evenings, offering a charming glimpse into the Highlands. The price-performance ratio is spot on, so you really can’t go wrong here.","This 8-years Highland single malt presents itself well-balanced, with a clear structure of oak, citrus notes, and nutty accents. The combination of ex-bourbon and ex-sherry cask maturation creates a harmonious interplay of sweetness and spice that appeals to both newcomers and seasoned connoisseurs. A solid whisky with precise aromatics and a medium-length, warm finish.",/whisky-reviews/glendronach-the-hielan-8-years,/api/whisky-reviews/glendronach-the-hielan-8-years,high,api_json
109,laphroaig-brodir,Laphroaig Brodir Final Batch,"The Laphroaig Brodir Final Batch has a complex and layered aroma, with Laphroaig's characteristic phenolic and smoky notes present from the first moment. There is also a slight saltiness, followed by fruit and citrus notes, as well as hints of plums and custard. The aroma is also spicy, with hints of churros and cinnamon sugar.","On the palate, the single malt is bold and full-bodied, with dominant seaweed and iodine notes and a seabed feel. Added to this are flavours of dark fruits, including intense plums and berries, as well as a pleasant and rich smoke. The profile is also rounded off by a spicy honey sweetness.","The finish of the Brodir is expectedly long and smoky, with a lingering fruity sweetness.","A true Islay powerhouse bursting with character and a wonderful blend of smoke, spice, and fruity sweetness – simply a delight for anyone who appreciates the classic Laphroaig style. If you manage to snag a bottle at a fair price, don’t hesitate, as these limited editions sell out quickly!","The Laphroaig Brodir Final Batch impresses with its balanced structure and the harmonious interplay of smoke, maritime notes, and fruity accents. Despite its complexity, the finish feels somewhat one-dimensional, yet it remains a successful interpretation of the peaty Islay profile in a limited release.",/whisky-reviews/laphroaig-brodir,/api/whisky-reviews/laphroaig-brodir,high,api_json
60,the-black-grouse-alpha-edition,The Black Grouse Alpha Edition,"The blend opens very earthy with notes reminiscent of musty wet forest soil. A bit as if it had rained for a week after a forest fire. Something sour resonates, a little orange and here and there a little malt.","Surprisingly little smoke, correspondingly probably a small Islay whisky share. Surprisingly sweet and cerealy, almost bourbon-like notes of caramel and vanilla with bitter orange and roasted grain.",The mild finish is short and malty with charcoal and some caramel.,"The Black Grouse Alpha Edition isn’t a dramatic standout, but with its sweet notes and earthy forest character, it certainly has its own charm. It’s enough for a little venture into the peated world, though it doesn’t really knock your socks off – more of a solid, straightforward blend for casual sipping.","The Alpha Edition shows an interesting balance between mild, sweet bourbon notes and subtle hints of smoke, yet structurally it remains rather simple and not very complex. For the price, there are definitely better-balanced alternatives in the blended whisky segment with a clearer profile.",/whisky-reviews/the-black-grouse-alpha-edition,/api/whisky-reviews/the-black-grouse-alpha-edition,high,api_json
105,tomintoul-16-years,Tomintoul 16 Years,"Well-ordered, orange, hazelnut and dried fruit are found as base aromas. In the background, malty-grainy and slightly floral (daisies?) notes are distributed. We also find some bitter orange, honey and oats, which are infused and character-building.","The goal is quite clear. This whisky from the Speyside wants to be soft and velvety. Buttercrossaint and toasted sesame, as well as light citrus notes we find alongside a little toasted oak, marzipan (almonds) and walnut nuttiness. A little white pepper here and there, and that's it.","This malt finishes medium-bodied, clean and warming, with almond, oat and oak tones.","The Tomintoul 16 Years presents itself as pleasantly restrained and smooth, ideal for those who prefer no wild experiments. It scores with light nutty and fruity notes but overall remains a bit too tame and generic to truly excite – yet it’s still enjoyable in the glass.","The 16-years release from Tomintoul is balanced and cleanly structured, without any sharp edges or roughness. For lovers of light Speyside malts, the balance is well achieved, but the profile remains conventional and lacks distinctive character, making this whisky more suited for mass consumption than for connoisseurs.",/whisky-reviews/tomintoul-16-years,/api/whisky-reviews/tomintoul-16-years,high,api_json
131,provenance-blair-athol-2010-10-douglas-laing,Blair Athol 10 Years (2007/2019) - Douglas Laing,"On the nose, the Single Malt is soft and sweet. We think of freshly baked butter cake. This is joined by notes of vanilla, honey and oats. The aroma is rounded off by a pleasant maltiness complemented by cereals.","On the palate, the Blair Athol is not as soft as the nose suggested. Caramel toffee, honey and vanilla are joined by surprisingly spicy flavours. Intense oak leaves a distinct tingle on the tongue despite the creamy mouthfeel. Despite its age, the spiciness verges on light ethanol pepperiness.","The medium-long finish is also dominated by toasted oak spice. This leaves a clear bitterness on the palate. Behind this, there is still some grain and hints of dark chocolate.","This Blair Athol is quite enjoyable, especially if you appreciate the sweet notes of butter cake and honey. Unfortunately, it struggles a bit with bitterness and doesn’t feel entirely balanced – yet it’s definitely worth a try for a quick tasting.","The balance between sweet and spicy elements still feels underdeveloped here, causing the whisky’s overall structure to seem somewhat uneven. Despite interesting aromas, the integration of oak spice and bitterness leaves room for improvement.",/whisky-reviews/provenance-blair-athol-2010-10-douglas-laing,/api/whisky-reviews/provenance-blair-athol-2010-10-douglas-laing,high,api_json
62,the-cask-wizard-glenglassaugh-8,Glenglassaugh 8 Years (2013/2022) - The Cask Wizard,"The nose opens with a caramel cherry-berry mix. Sweetish, like sugar syrup, wine gums and a little apple lie on the surface. Digging a little deeper, we find herbal and floral notes that make us think of buttercup and sage. Hazelnut is also present. Versatile and exciting!","Matching the nose, we also find caramel and wine gum in the taste. However, the initial sweetness then splits into two directions. On the outside, we find slightly peppery notes that linger for a long time. Further inside, there is hazelnut again, accompanied by almonds and a dry, herbal green tea note.",The medium-long finish is distinctly more astringent with an oaky spiciness and a special note reminiscent of wet driftwood.,"A true delight that impresses with its surprisingly complex aroma profile and characterful finish – simply delicious and full of drinking pleasure. For all lovers seeking something special, this Glenglassaugh is a little treasure chest, even though the bottles are rare. Hopefully, more releases from The Cask Wizard will follow soon, because this one definitely leaves you wanting more!","The Glenglassaugh 8 Years from The Cask Wizard demonstrates an impressive balance between sweet fruit aromas and a tart, spicy structure in the finish. Despite its young age, the complexity of the port and Amarone cask finish shines through, with the wet driftwood note on the finish adding an interesting, though not universally appealing, touch. Overall, a solid cask strength bottling with potential that rightly puts the spotlight on the Glenglassaugh distillery.",/whisky-reviews/the-cask-wizard-glenglassaugh-8,/api/whisky-reviews/the-cask-wizard-glenglassaugh-8,high,api_json
80,the-balvenie-15-madeira-cask,The Balvenie 15 Years Madeira Cask,"We immediately smell a wild mix of nuts. Sweetish and with a slight gummy bear aroma, a combination of various berries follows, like those found in the frozen berry mix, i.e. cherries, currants, raspberries. A gentle vanilla-cinnamon-floral-honey jumble lies over everything. Very very pleasant.","The Speysider single malt opens just as nutty as the nose. More nuts follow with malty intense oak spice, a little bitter orange marmalade paired with ginger and a pinch of pepper. Later, a fruitiness of stone fruit comes through - we're thinking flat peaches - which integrates beautifully with yet more oak and cinnamon. All in all, a good sweet and sour combination.","The finish of the scotch is medium long, slightly spicy, slightly dusty and of course nutty.","A genuine Speyside delight with plenty of nuttiness and a fruity explosion of berries – perfect for those who enjoy it sweet and spicy. Sure, the oak spice puts on the brakes a bit, but that doesn’t make it any less likeable. For a travel release, it’s a solid companion that’s enjoyable without being overwhelming.","Structurally, the Balvenie 15 Year Madeira Cask shows a balanced interplay between nutty notes and fruity accents, although the dominant oak spice somewhat overpowers the flavor. The medium-length spiciness on the finish adds complexity, yet it lacks a clear focus to truly stand out. A decent, but not exceptional, travel exclusive single malt from Speyside.",/whisky-reviews/the-balvenie-15-madeira-cask,/api/whisky-reviews/the-balvenie-15-madeira-cask,high,api_json
118,jack-daniels-single-barrel-select,Jack Daniel's Single Barrel Select,"If anyone has ever wondered whether whiskey can smell intensely of banana. The answer is clearly YES! And that is sweet, ripe bananas. Somewhere in there are a few other sweet fruity notes, a good portion of oak, and a hint of herbs. And banana. More banana. Banana anyone?","Banana? Yes, here too, and not too little. In addition, we taste a lot of vanilla, a little caramel, as well as the spicy oak that we could already perceive in the nose. And banana! Maybe a little leather and a little lactritz.","Slightly dry and yet fruity sweet, the Jack Daniel's closes with a medium-long finish.","If you love banana notes in whisky, you’ll have a lot of fun here – it’s almost a fruit bomb! Still, I miss a bit of depth and character to truly celebrate this Single Barrel. For a quick sip on the go, though, it’s perfectly fine.","This bottling shows a decent balance between sweet fruit notes and spicy oak, though the dominant banana aromas won’t be to everyone’s taste. Structurally solid, but it lacks the complexity and narrative arc to be considered a true Single Barrel classic.",/whisky-reviews/jack-daniels-single-barrel-select,/api/whisky-reviews/jack-daniels-single-barrel-select,high,api_json
127,bruichladdich-classic-laddie,Bruichladdich The Classic Laddie,"The number of different casks involved is immediately noticeable. The Scotch releases aromas of sugar syrup and caramel paired with vanilla, honey and white chocolate. Freshly mown grass, further floral notes and spicy oak notes resonate. Here and there, dark berries can be sensed.","Spicy, vanilla, sweet with a bit of nuttiness. The three-stage development of the Classic Laddie is interesting to observe. In the first stage, vanilla, brown sugar and honey spread out. The second stage moves into Brazil nuts and walnuts, lightly salted with a little crispbread and crunchy cereals. Finally, in the third stage, there is a bit of bitterness that we can't quite put our finger on - perhaps red wine.","The medium-long finish also develops in the throat. Beginning in the sweetish area, it turns into a spicy-soft combination to finally flash lightly fruity nuances.","The Classic Laddie surprises with its elegant sweetness and multifaceted character – not your typical Islay punch, but a genuine pleasure for those who appreciate harmony and honesty. Its transparency and fair price make it the perfect everyday companion that leaves you wanting more.","A well-balanced, versatile whisky that shines through its transparent cask selection and clear structure. Despite lacking an age statement, it impresses with a successful balance of sweetness, spice, and subtle bitterness – technically flawless, though without any major surprises.",/whisky-reviews/bruichladdich-classic-laddie,/api/whisky-reviews/bruichladdich-classic-laddie,high,api_json
97,glen-keith-21-years,Glen Keith 21 Years,"On opening the bottle, the aroma of Glen Keith 21 Years is intense and fruity, with strong notes of peach and apricot. The whisky has a velvety smooth smell with sweet vanillin and marzipan notes. There is also a slight oak note that adds depth and complexity to the aroma.","On the palate, the Scotch has a rich and creamy mouthfeel. The predominant flavour is marzipan, with hints of green apple and other light fruit notes. There is also a slight toffee flavour as well as a honey sweetness.","The finish is long and sweet, with a strong presence of oak. The oak flavours add depth and complexity to the whisky and balance the sweetness and fruitiness of the other flavours.","The Glen Keith 21 is a true whisky for the pleasure-seeker: soft, fruity, and with an enticing sweetness that leaves you wanting more. It wraps you in marzipan and peach without ever becoming overly complicated – perfect for relaxed evenings with character!","Technically clean and well-balanced, the Glen Keith 21 presents itself as a balanced Speyside whisky with a clear oak structure and a harmonious blend of fruit and vanilla notes. While it lacks a bit of complexity, its solid maturation and coherent mouthfeel make it a reliable choice for lovers of refined single malts.",/whisky-reviews/glen-keith-21-years,/api/whisky-reviews/glen-keith-21-years,high,api_json
110,the-observatory-20-years,Macduff 20 Years - The Observatory,"A very sweet and vanilla note greets the nose. Later, lemon curd and spicy oak follow in the background. Surprisingly, we also perceive a sharp ethanol note. Slightly sour aromas support the composition, which is reminiscent of a sponge cake roll.","Foam sugar and marshmallows dominate the taste. Rounded off by a present oaky component, the Single Grain is very delicate. The whole thing is sweetened by a fair amount of forest honey.","The medium-long finish is vanilla, spicy and slightly bitter.","The Macduff 20 Year pleasantly surprises with its sweet vanilla note and playful marshmallow flavor – a delight that’s fun to drink, though it lacks a bit of depth. For under 20 euros, it’s a charming companion offering straightforward drinking pleasure without being overly complex.","A well-structured single grain with a clear balance between sweet vanilla tones, spicy oak, and a slight bitterness on the finish. The 20 years of maturation are evident, yet in terms of complexity and smoothness, the Macduff 20 Year could have shown a bit more character.",/whisky-reviews/the-observatory-20-years,/api/whisky-reviews/the-observatory-20-years,high,api_json
114,speyburn-18-years,Speyburn 18 Years,"On the nose, Speyburn 18 presents strong aromas of raisins, leather, and sugar, as well as dried plums and nutty notes. The whisky has a full-bodied and dark character, with an intense oak aroma that balances out the sweeter notes. There is also a hint of citrus and dark chocolate, giving it a slightly similar profile to Schwarzwälder Kirsch without the cream.","It is not as sweet as one might expect based on its nose. Instead, it has an intense sherry aroma and a clear oak spice that dominates the flavor profile. There are also subtle citrus notes present, which add a touch of freshness and balance out the sweetness of the sherry and the spiciness of the oak.","The finish is long and slightly bitter, with a lasting sweetness. The bitterness adds depth and complexity, while the sweetness adds a touch of balance and roundness.","The Speyburn 18 is a charming companion for connoisseurs who have a penchant for classic sherry notes – full-bodied, intense, and with a touch of sweet depth that leaves you wanting more. While it lacks that certain something to become a true classic, it brings plenty of enjoyment as a reliable everyday whisky and adds character to the glass.","With its balanced interplay of intense oak spice, subtle citrus hints, and a long-lasting, slightly bitter finish, the Speyburn 18 presents itself as a technically well-structured single malt. Despite a lack of innovation, it impresses with a complex flavor profile and solid maturity, appealing especially to lovers of traditional Speyside sherry whiskies.",/whisky-reviews/speyburn-18-years,/api/whisky-reviews/speyburn-18-years,high,api_json
101,patrisbrunna-xmas-port-2016,Patrisbrunna X-Mas Port (2016) Double Cask,"A winey-sweet scent of red fruits, such as currants and blackberries, is in the air. Accompanied by malt and spicy oak, we perceive something that reminds us of cherry nectar.","The single malt occupies the tongue, but is less full-bodied than the nose would lead one to expect. A good portion of tannins accompanies a sour-bitter fruit note. Interestingly, there is still a malty sweetness lying on top of everything.",The short finish is slightly oaky-spicy and reminiscent of tobacco leaves.,"This deep red beauty from Paderborn delivers genuine drinking pleasure with its fruity aroma and malty sweetness, making it perfect for the Christmas season – a dessert whisky that lifts the spirits, even though it still has some room to grow in its fullness.","With a clear structure and a harmonious interplay of tannins and malty sweetness, this four-years Port Cask matured single malt from Germany shows solid balance, yet the finish feels a bit short and could benefit from greater complexity.",/whisky-reviews/patrisbrunna-xmas-port-2016,/api/whisky-reviews/patrisbrunna-xmas-port-2016,high,api_json
116,82-chapters-to-new-castle-aultmore-13,Aultmore 13 Years - 82 Chapters to Newcastle,"Unexpectedly, we first perceive pear, closely followed by a combination of cherries, currants, dates and plums. The heavy aroma is accompanied by Christmas spices such as cinnamon, nutmeg and a hint of clove. The composition is rounded off by a certain oak spiciness.","Whew! This is sweet. If we had expected a slightly sour base, we are surprised by a decent fruit sweetness with a combination of sugar syrup and wild berries, which, however, later turns into a sour-grapey and very mouthwatering note. The oily single malt also impresses in the mouth with Christmas spices, dates and plums. The 57.4% abv. are very well incorporated, yet the Scotch could do with a few drops of water to open up the flavours further. All in all harmonious, multi-layered and pleasant, even if surprisingly sweet.","Long and dry, the Aultmore from the red wine cask remains with wild berries, dark chocolate and an underlying oak spiciness.","Awesome. This bottling is perfect, especially during the Christmas season. The profile of the Aultmore distillery weaves beautifully with the flavours from the red wine cask to create an all-round harmonious bottling, of which sadly there are only 257 bottles. Must have. There is nothing more to say here.","Awesome. This bottling is perfect, especially during the Christmas season. The profile of the Aultmore distillery weaves beautifully with the flavours from the red wine cask to create an all-round harmonious bottling, of which sadly there are only 257 bottles. Must have. There is nothing more to say here.",/whisky-reviews/82-chapters-to-new-castle-aultmore-13,/api/whisky-reviews/82-chapters-to-new-castle-aultmore-13,high,api_json
99,patrisbrunna-single-malt-2016,Patrisbrunna Original Paderborner Single Malt (2016),"In the opening we find spicy floral notes with a hint of mown hay. There is also some solvent. Behind this, roasted aromas that almost make us think of freshly grilled food. With a little water added, the aroma opens up to blossom honey and sweet vanilla.","At first, we perceive intense vanilla sweetness. The malt is full-bodied, warming and soft. Malty, cereal-like aromas remind us of crunchy breakfast cereals. However, we also find youthful spiciness, which was to be expected. With water, the taste becomes much rounder. We find roasted grain and a good portion of oak again.",The finish is short with a light spicy oak kick and a slight tingle on the tongue.,"Patrisbrunna is a true local hero with plenty of character and a charming spiciness that leaves you wanting more – even though the youthful sharpness could still be tamed a bit. For fans of down-to-earth, handcrafted single malts from Germany, it’s a rewarding experience with genuine drinking pleasure.","The Patrisbrunna Original impresses with its balanced interplay between malty sweetness and spicy oak, although the high strength and youthful sharpness slightly dominate the overall impression. Despite its still evident youthfulness, the cask maturation reveals a clear regional signature and a solid structure.",/whisky-reviews/patrisbrunna-single-malt-2016,/api/whisky-reviews/patrisbrunna-single-malt-2016,high,api_json
67,ardbeg-scorch,Ardbeg Scorch Committee Release,"The opening is, as expected, biting. Intense BBQ and campfire aromas. A certain meaty, tar-like quality is rounded out by sweet vanilla notes. For us, the malt is (unusually for Ardbeg) slightly medicinal.",The taste is - after smelling - surprisingly sweet. Vanilla and caramel nestle with intense oak and the taste of burnt toast. Dryness and pepper spice complement the sweetness on the palate.,"The intense Scorch stays in the mouth for a long time. Intensely woody with smoke and ash, it becomes a bit rubbery at the back.","The Ardbeg Scorch surprises with its smoky intensity and the sweet counterbalance that makes the drinking experience exciting. Still, the high price feels more like that of a collector’s piece than pure drinking pleasure – a whisky you admire more than you regularly enjoy.","A well-structured, complex Islay malt with a balanced interplay between smoky notes and sweet vanilla aromas. Nevertheless, the quality of the flavor doesn’t fully justify the inflated market price, making it more of a limited collector’s item than an everyday dram.",/whisky-reviews/ardbeg-scorch,/api/whisky-reviews/ardbeg-scorch,high,api_json
113,lochlea-fallow-edition,Lochlea Fallow Edition (First Crop),"Crystal clear: Ripe dark fruits, leather, dark chocolate. We expected this and got it. Pleasantly, raspberries, strawberries and cinnamon still resonate. Somewhere, after some time in the glass, we find a few wine aromas and some burnt wood. Beautifully defined profile with exciting secondary aromas.","Fresh and at the same time heavy-oily, the Fallow Edition lays in the mouth. As in the nose, we have a red berry mix, some tannins and oak spice. Not as dry as we would have expected, the Lowland single malt qualifies as an excellent sherry bomb.","In the warming, medium-long finish, we find the dark chocolate from the nose again.","For a young Lowland whisky, the Fallow Edition is a real delight – the blend of dark chocolate and berries almost evokes a winter mulled wine with a kick. Sure, it’s not the most complex sherry bomb, but the fresh fruitiness and smooth oiliness make for endless drinking pleasure. If you’re into autumnal flavors, this one’s right up your alley.","The Lochlea Fallow Edition presents a balanced aromatic interplay of Oloroso sherry, dark fruits, and oak spice, which is remarkably well-structured for a three-years single malt. Despite its youth, the profile is well-defined and harmonious, with a finish that remains pleasantly warming. A convincing example of the quality of young Lowland sherry casks, it once again raises the bar for the distillery.",/whisky-reviews/lochlea-fallow-edition,/api/whisky-reviews/lochlea-fallow-edition,high,api_json
